date_time,accel_x,accel_y,accel_z,bv_pulse,electro_dermal,heart_rate,temp,group
2019-11-24 18:57:10,-51.0,38.0,11.0,-11.64,35.694962,136.73,32.33,tyler
2019-11-24 18:57:11,-52.0,38.0,12.0,-8.47,35.694962,136.23,32.31,tyler
2019-11-24 18:57:12,-52.0,38.0,11.0,-8.09,35.694962,135.77,32.33,tyler
2019-11-24 18:57:13,-52.0,38.0,11.0,-10.19,35.694962,135.33,32.33,tyler
2019-11-24 18:57:14,-51.0,38.0,11.0,-8.82,35.696243,134.9,32.34,tyler
2019-11-24 18:57:15,-51.0,38.0,11.0,-8.39,35.694962,134.48,32.34,tyler
2019-11-24 18:57:16,-52.0,38.0,10.0,-8.21,35.697525,134.08,32.37,tyler
2019-11-24 18:57:17,-52.0,38.0,11.0,-10.99,35.693684,133.7,32.37,tyler
2019-11-24 18:57:18,-51.0,38.0,10.0,-23.35,35.694962,133.32,32.37,tyler
2019-11-24 18:57:19,-52.0,38.0,10.0,-33.21,35.696243,132.93,32.37,tyler
2019-11-24 18:57:20,-49.0,36.0,9.0,-31.86,35.694962,132.55,32.39,tyler
2019-11-24 18:57:21,-53.0,32.0,14.0,-10.16,35.696243,132.17,32.37,tyler
2019-11-24 18:57:22,-48.0,36.0,7.0,-11.25,35.696243,131.78,32.43,tyler
2019-11-24 18:57:23,-52.0,37.0,16.0,35.47,35.694962,131.42,32.41,tyler
2019-11-24 18:57:24,-53.0,42.0,13.0,50.77,35.694962,131.05,32.43,tyler
2019-11-24 18:57:25,-49.0,37.0,16.0,56.83,35.696243,130.72,32.41,tyler
2019-11-24 18:57:26,-48.0,39.0,20.0,43.24,35.694962,130.38,32.43,tyler
2019-11-24 18:57:27,-50.0,38.0,17.0,69.95,35.698807,130.07,32.43,tyler
2019-11-24 18:57:28,-51.0,37.0,16.0,17.99,35.694962,129.73,32.45,tyler
2019-11-24 18:57:29,-50.0,38.0,16.0,-51.45,35.694962,129.42,32.45,tyler
2019-11-24 18:57:30,-49.0,38.0,19.0,-29.47,35.694962,129.1,32.47,tyler
2019-11-24 18:57:31,-51.0,37.0,15.0,-4.8,35.696243,128.73,32.47,tyler
2019-11-24 18:57:32,-52.0,37.0,15.0,-11.54,35.694962,128.35,32.45,tyler
2019-11-24 18:57:33,-52.0,37.0,14.0,-14.13,35.694962,127.95,32.45,tyler
2019-11-24 18:57:34,-51.0,37.0,16.0,-10.8,35.694962,127.52,32.45,tyler
2019-11-24 18:57:35,-51.0,37.0,15.0,-4.96,35.694962,127.1,32.47,tyler
2019-11-24 18:57:36,-51.0,37.0,15.0,-5.17,35.694962,126.68,32.49,tyler
2019-11-24 18:57:37,-51.0,37.0,15.0,-3.05,35.694962,126.27,32.49,tyler
2019-11-24 18:57:38,-51.0,37.0,16.0,38.19,35.698807,125.83,32.49,tyler
2019-11-24 18:57:39,-51.0,37.0,15.0,5.79,35.694962,125.43,32.47,tyler
2019-11-24 18:57:40,-52.0,37.0,15.0,-18.24,35.694962,125.02,32.49,tyler
2019-11-24 18:57:41,-51.0,37.0,15.0,-13.81,35.694962,124.57,32.49,tyler
2019-11-24 18:57:42,-48.0,35.0,29.0,-2.59,35.696243,124.15,32.49,tyler
2019-11-24 18:57:43,-53.0,42.0,16.0,9.39,35.694962,123.65,32.49,tyler
2019-11-24 18:57:44,-60.0,32.0,-34.0,-24.53,35.694962,123.13,32.49,tyler
2019-11-24 18:57:45,-53.0,29.0,5.0,9.57,35.694962,122.67,32.49,tyler
2019-11-24 18:57:46,-54.0,29.0,-16.0,26.21,35.696243,122.23,32.49,tyler
2019-11-24 18:57:47,-53.0,30.0,-19.0,39.22,35.696243,121.88,32.49,tyler
2019-11-24 18:57:48,-54.0,30.0,-18.0,108.88,35.694962,121.53,32.49,tyler
2019-11-24 18:57:49,-56.0,38.0,-26.0,-203.71,35.697525,121.17,32.5,tyler
2019-11-24 18:57:50,-47.0,33.0,-27.0,64.65,35.696243,120.78,32.5,tyler
2019-11-24 18:57:51,-57.0,35.0,-14.0,-33.17,35.694962,120.35,32.5,tyler
2019-11-24 18:57:52,-59.0,28.0,-15.0,20.11,35.694962,119.87,32.5,tyler
2019-11-24 18:57:53,-46.0,54.0,44.0,0.29,35.696243,119.45,32.5,tyler
2019-11-24 18:57:54,-38.0,32.0,23.0,65.1,35.694962,119.05,32.5,tyler
2019-11-24 18:57:55,-55.0,30.0,-24.0,21.14,35.694962,118.6,32.5,tyler
2019-11-24 18:57:56,-44.0,34.0,20.0,68.09,35.694962,118.18,32.5,tyler
2019-11-24 18:57:57,-59.0,29.0,-11.0,-35.21,35.693684,117.77,32.53,tyler
2019-11-24 18:57:58,-47.0,32.0,-10.0,1.23,35.696243,117.43,32.55,tyler
2019-11-24 18:57:59,-54.0,35.0,-19.0,57.59,35.693684,117.15,32.55,tyler
2019-11-24 18:58:00,-48.0,34.0,6.0,-101.52,35.697525,117.0,32.55,tyler
2019-11-24 18:58:01,-59.0,19.0,0.0,34.57,35.694962,116.87,32.57,tyler
2019-11-24 18:58:02,-81.0,15.0,20.0,145.52,35.696243,116.68,32.57,tyler
2019-11-24 18:58:03,-56.0,31.0,19.0,47.54,35.696243,116.5,32.57,tyler
2019-11-24 18:58:04,-41.0,16.0,-8.0,9.52,35.694962,116.32,32.57,tyler
2019-11-24 18:58:05,-60.0,5.0,16.0,-77.2,35.696243,116.15,32.59,tyler
2019-11-24 18:58:06,-40.0,-60.0,23.0,17.08,35.696243,115.97,32.59,tyler
2019-11-24 18:58:07,-19.0,-37.0,34.0,19.19,35.694962,115.77,32.59,tyler
2019-11-24 18:58:08,-15.0,-36.0,51.0,186.32,35.696243,115.62,32.61,tyler
2019-11-24 18:58:09,20.0,2.0,62.0,102.29,35.694962,115.48,32.59,tyler
2019-11-24 18:58:10,12.0,3.0,64.0,25.7,35.694962,115.38,32.61,tyler
