date_time,accel_x,accel_y,accel_z,heart_rate
2019-11-24 18:56:41,-60.0,22.0,13.0,146.15
2019-11-24 18:56:42,-45.0,33.0,29.0,145.98
2019-11-24 18:56:43,-68.0,38.0,12.0,145.88
2019-11-24 18:56:44,-55.0,30.0,39.0,145.78
2019-11-24 18:56:45,-42.0,19.0,43.0,145.63
2019-11-24 18:56:46,-54.0,36.0,13.0,145.47
2019-11-24 18:56:47,-56.0,25.0,12.0,145.22
2019-11-24 18:56:48,-91.0,7.0,-9.0,144.98
2019-11-24 18:56:49,-80.0,26.0,-37.0,144.73
2019-11-24 18:56:50,-55.0,-68.0,16.0,144.53
2019-11-24 18:56:51,-42.0,-56.0,20.0,144.33
2019-11-24 18:56:52,-46.0,9.0,24.0,144.12
2019-11-24 18:56:53,-39.0,21.0,-8.0,143.83
2019-11-24 18:56:54,-56.0,16.0,-36.0,143.52
2019-11-24 18:56:55,-64.0,24.0,-37.0,143.25
2019-11-24 18:56:56,-36.0,30.0,-18.0,142.97
2019-11-24 18:56:57,-48.0,27.0,-32.0,142.72
2019-11-24 18:56:58,-56.0,43.0,-36.0,142.42
2019-11-24 18:56:59,-46.0,36.0,-18.0,142.12
2019-11-24 18:57:00,-46.0,27.0,-24.0,141.65
2019-11-24 18:57:01,-53.0,39.0,-22.0,141.17
2019-11-24 18:57:02,-47.0,32.0,-28.0,140.72
2019-11-24 18:57:03,-51.0,35.0,-13.0,140.25
2019-11-24 18:57:04,-53.0,23.0,-19.0,139.75
2019-11-24 18:57:05,-48.0,38.0,-28.0,139.23
2019-11-24 18:57:06,-58.0,30.0,-21.0,138.73
2019-11-24 18:57:07,-53.0,39.0,8.0,138.25
2019-11-24 18:57:08,-51.0,38.0,10.0,137.73
2019-11-24 18:57:09,-51.0,38.0,11.0,137.23
2019-11-24 18:57:10,-51.0,38.0,11.0,136.73
2019-11-24 18:57:11,-52.0,38.0,12.0,136.23
2019-11-24 18:57:12,-52.0,38.0,11.0,135.77
2019-11-24 18:57:13,-52.0,38.0,11.0,135.33
2019-11-24 18:57:14,-51.0,38.0,11.0,134.9
2019-11-24 18:57:15,-51.0,38.0,11.0,134.48
2019-11-24 18:57:16,-52.0,38.0,10.0,134.08
2019-11-24 18:57:17,-52.0,38.0,11.0,133.7
2019-11-24 18:57:18,-51.0,38.0,10.0,133.32
2019-11-24 18:57:19,-52.0,38.0,10.0,132.93
2019-11-24 18:57:20,-49.0,36.0,9.0,132.55
2019-11-24 18:57:21,-53.0,32.0,14.0,132.17
2019-11-24 18:57:22,-48.0,36.0,7.0,131.78
2019-11-24 18:57:23,-52.0,37.0,16.0,131.42
2019-11-24 18:57:24,-53.0,42.0,13.0,131.05
2019-11-24 18:57:25,-49.0,37.0,16.0,130.72
2019-11-24 18:57:26,-48.0,39.0,20.0,130.38
2019-11-24 18:57:27,-50.0,38.0,17.0,130.07
2019-11-24 18:57:28,-51.0,37.0,16.0,129.73
2019-11-24 18:57:29,-50.0,38.0,16.0,129.42
2019-11-24 18:57:30,-49.0,38.0,19.0,129.1
2019-11-24 18:57:31,-51.0,37.0,15.0,128.73
2019-11-24 18:57:32,-52.0,37.0,15.0,128.35
2019-11-24 18:57:33,-52.0,37.0,14.0,127.95
2019-11-24 18:57:34,-51.0,37.0,16.0,127.52
2019-11-24 18:57:35,-51.0,37.0,15.0,127.1
2019-11-24 18:57:36,-51.0,37.0,15.0,126.68
2019-11-24 18:57:37,-51.0,37.0,15.0,126.27
2019-11-24 18:57:38,-51.0,37.0,16.0,125.83
2019-11-24 18:57:39,-51.0,37.0,15.0,125.43
2019-11-24 18:57:40,-52.0,37.0,15.0,125.02
2019-11-24 18:57:41,-51.0,37.0,15.0,124.57
2019-11-24 18:57:42,-48.0,35.0,29.0,124.15
2019-11-24 18:57:43,-53.0,42.0,16.0,123.65
2019-11-24 18:57:44,-60.0,32.0,-34.0,123.13
2019-11-24 18:57:45,-53.0,29.0,5.0,122.67
2019-11-24 18:57:46,-54.0,29.0,-16.0,122.23
2019-11-24 18:57:47,-53.0,30.0,-19.0,121.88
2019-11-24 18:57:48,-54.0,30.0,-18.0,121.53
2019-11-24 18:57:49,-56.0,38.0,-26.0,121.17
2019-11-24 18:57:50,-47.0,33.0,-27.0,120.78
2019-11-24 18:57:51,-57.0,35.0,-14.0,120.35
2019-11-24 18:57:52,-59.0,28.0,-15.0,119.87
2019-11-24 18:57:53,-46.0,54.0,44.0,119.45
2019-11-24 18:57:54,-38.0,32.0,23.0,119.05
2019-11-24 18:57:55,-55.0,30.0,-24.0,118.6
2019-11-24 18:57:56,-44.0,34.0,20.0,118.18
2019-11-24 18:57:57,-59.0,29.0,-11.0,117.77
2019-11-24 18:57:58,-47.0,32.0,-10.0,117.43
2019-11-24 18:57:59,-54.0,35.0,-19.0,117.15
2019-11-24 18:58:00,-48.0,34.0,6.0,117.0
2019-11-24 18:58:01,-59.0,19.0,0.0,116.87
2019-11-24 18:58:02,-81.0,15.0,20.0,116.68
2019-11-24 18:58:03,-56.0,31.0,19.0,116.5
2019-11-24 18:58:04,-41.0,16.0,-8.0,116.32
2019-11-24 18:58:05,-60.0,5.0,16.0,116.15
2019-11-24 18:58:06,-40.0,-60.0,23.0,115.97
2019-11-24 18:58:07,-19.0,-37.0,34.0,115.77
2019-11-24 18:58:08,-15.0,-36.0,51.0,115.62
2019-11-24 18:58:09,20.0,2.0,62.0,115.48
2019-11-24 18:58:10,12.0,3.0,64.0,115.38
2019-11-24 18:58:11,21.0,-1.0,63.0,115.3
